,SentenceID,WordIndex,Word,Target,Correct,Confidence,MaxConfidence,Margin,Tokens,Variation,MaxVariation,MarginVar,Domain
0,0,0,101,0,1.0,0.9889253497123718,0.9889253497123718,0.9877764225006104,[CLS],0.0001532569883592316,0.0001532569883592316,0.00018386759486347157,Social Media
1,0,1,49716,0,1.0,0.9896248936653137,0.9896248936653137,0.9885802686214447,jeg,0.0001361926865621399,0.0001361926865621399,0.0001613702444260312,Social Media
2,0,2,95052,0,1.0,0.9903027713298798,0.9903027713298798,0.989392215013504,synes,0.00011147908486268676,0.00011147908486268676,0.00013071283472317673,Social Media
3,0,3,10349,0,1.0,0.9897180497646332,0.9897180497646332,0.9887195885181427,det,0.00011351572153461831,0.00011351572153461831,0.00013510006552369447,Social Media
4,0,4,10163,0,1.0,0.9901653826236725,0.9901653826236725,0.9892009615898132,er,9.89408242803691e-05,9.89408242803691e-05,0.00011813600385565338,Social Media
5,0,5,15128,0,1.0,0.9891838371753693,0.9891838371753693,0.9881302833557128,ham,0.0001388078920850333,0.0001388078920850333,0.00016417664962190768,Social Media
6,0,6,12371,0,1.0,0.989471185207367,0.989471185207367,0.9884473145008087,##mer,0.0001256367411590986,0.0001256367411590986,0.000148599240773315,Social Media
7,0,7,10160,0,1.0,0.98778036236763,0.98778036236763,0.9864558398723602,at,0.00017744451461201293,0.00017744451461201293,0.00021569957638480018,Social Media
8,0,8,67398,0,1.0,0.9868389725685119,0.9868389725685119,0.9856931149959565,##reng,0.00021528062325529618,0.00021528062325529618,0.00024988902801513995,Social Media
9,0,9,10123,0,1.0,0.989709347486496,0.989709347486496,0.9887571811676026,##t,0.00011423924535112207,0.00011423924535112207,0.00013488725690450563,Social Media
10,0,10,10452,0,1.0,0.9898436605930329,0.9898436605930329,0.9889029026031494,af,0.00011378573727714782,0.00011378573727714782,0.00013419682940295276,Social Media
11,0,11,39985,0,1.0,0.9876406729221344,0.9876406729221344,0.9863814949989319,vore,0.00016838490460774125,0.00016838490460774125,0.00019945244749180801,Social Media
12,0,12,10107,0,1.0,0.9885072112083435,0.9885072112083435,0.9874062240123749,##s,0.00013733747662527662,0.00013733747662527662,0.00016290360996027431,Social Media
13,0,13,78223,0,1.0,0.9850499570369721,0.9850499570369721,0.9836912333965302,lærer,0.000302444097906438,0.000302444097906438,0.0003549133876461851,Social Media
14,0,14,10160,0,1.0,0.9890075087547302,0.9890075087547302,0.9878753066062927,at,0.00012755799581981367,0.00012755799581981367,0.00015394744815267814,Social Media
15,0,15,76917,0,1.0,0.9843086779117585,0.9843086779117585,0.9827906847000122,skill,0.0002713586179787697,0.0002713586179787697,0.00032130877960568683,Social Media
16,0,16,10112,0,1.0,0.9882400631904602,0.9882400631904602,0.9870606482028961,##e,0.00015830927795690286,0.00015830927795690286,0.00018967081920639116,Social Media
17,0,17,124,14,0.2,0.04846802408574149,0.5226276256144047,0.4719920247793198,3,0.0028800005881934863,0.10834794649320896,0.1343113182383512,Social Media
18,0,18,56632,0,1.0,0.7063239321112633,0.7063239321112633,0.6697351947426796,bedste,0.05381087610825412,0.05381087610825412,0.07013539860608999,Social Media
19,0,19,11975,0,1.0,0.8540472745895386,0.8540472745895386,0.8390012085437775,##ven,0.01982551520996637,0.01982551520996637,0.02463812626027906,Social Media
20,0,20,11129,0,1.0,0.8796323001384735,0.8796323001384735,0.8657902359962464,##ner,0.019398412766678384,0.019398412766678384,0.0241176145858438,Social Media
21,0,21,10840,0,1.0,0.9868633866310119,0.9868633866310119,0.9856388390064239,ad,0.00019842736316689978,0.00019842736316689978,0.00023616130808296276,Social Media
22,0,22,10217,0,1.0,0.9888563573360443,0.9888563573360443,0.9876483261585236,på,0.0001346707904318478,0.0001346707904318478,0.00016419977037077872,Social Media
