,SentenceID,WordIndex,Word,Target,Correct,Confidence,MaxConfidence,Margin,Tokens,Variation,MaxVariation,MarginVar,Domain
0,0,0,101,0,1.0,0.9943826019763946,0.9943826019763946,0.9938571274280548,[CLS],9.487978869561432e-05,9.487978869561432e-05,0.00011503941344276571,Conversation
1,0,1,150,0,1.0,0.9936574459075928,0.9936574459075928,0.9930881202220917,M,7.934476967520254e-05,7.934476967520254e-05,9.36059200423145e-05,Conversation
2,0,2,76525,0,1.0,0.9866213381290436,0.9866213381290436,0.9847891986370086,##ått,0.00026735001595671546,0.00026735001595671546,0.00034325586463342713,Conversation
3,0,3,10112,0,1.0,0.977598249912262,0.977598249912262,0.9735743701457977,##e,0.0007692426430160992,0.0007692426430160992,0.0010309230462214104,Conversation
4,0,4,10349,18,0.4,0.2642317715799436,0.4702629864215851,0.22124955654144288,det,0.020276530702709558,0.03178302063715574,0.07453774022784782,Conversation
5,0,5,17731,3,0.9,0.42741847336292266,0.5175856366753578,0.282168734818697,nye,0.031713123167448155,0.028698912858050034,0.04612612863333117,Conversation
6,0,6,11400,3,0.9,0.46712668649852274,0.5566050559282303,0.35248764604330063,år,0.04181505075173315,0.03136209425838232,0.04683416651425315,Conversation
7,0,7,89468,0,1.0,0.9949181914329529,0.9949181914329529,0.9944605946540832,gøre,5.056851117842598e-05,5.056851117842598e-05,6.127138219923723e-05,Conversation
8,0,8,10268,0,1.0,0.9948836684226989,0.9948836684226989,0.9943849980831146,dem,4.647722411007748e-05,4.647722411007748e-05,5.796782430952164e-05,Conversation
9,0,9,22336,0,1.0,0.9946025729179382,0.9946025729179382,0.9941048860549927,mere,5.7939141652809656e-05,5.7939141652809656e-05,7.07438677993366e-05,Conversation
10,0,10,16738,0,1.0,0.9948982834815979,0.9948982834815979,0.9944180548191071,fort,5.7278690397453145e-05,5.7278690397453145e-05,6.98505087628476e-05,Conversation
11,0,11,22698,0,1.0,0.994830185174942,0.994830185174942,0.9942895472049713,##rol,6.084089222074594e-05,6.084089222074594e-05,7.678566360187488e-05,Conversation
12,0,12,11907,0,1.0,0.9956057786941528,0.9956057786941528,0.9952002823352813,##ige,3.529500417997156e-05,3.529500417997156e-05,4.2942342308158744e-05,Conversation
13,0,13,10172,0,1.0,0.9948182165622711,0.9948182165622711,0.9943227589130401,med,5.1537337277416395e-05,5.1537337277416395e-05,6.375634262884231e-05,Conversation
14,0,14,36810,0,1.0,0.9917254686355591,0.9917254686355591,0.9906861662864686,livet,0.0001430737354576195,0.0001430737354576195,0.00018291926763382095,Conversation
15,0,15,177,0,1.0,0.9778371632099152,0.9778371632099152,0.973566335439682,i,0.0014640230097214514,0.0014640230097214514,0.002276508201136131,Conversation
16,0,16,17271,25,0.9,0.744125772593543,0.8367426574230195,0.789286132156849,Danmark,0.08767471288259768,0.028374746289999597,0.04281175499589889,Conversation
17,0,17,10156,0,1.0,0.9958328425884246,0.9958328425884246,0.9954587042331695,og,3.105877286703418e-05,3.105877286703418e-05,3.7501524597907126e-05,Conversation
18,0,18,88197,0,1.0,0.9948534429073334,0.9948534429073334,0.9943750619888305,hjælp,3.879502437303728e-05,3.879502437303728e-05,4.661283085511058e-05,Conversation
19,0,19,10112,0,1.0,0.9949948072433472,0.9949948072433472,0.9945238828659058,##e,4.3785963505484925e-05,4.3785963505484925e-05,5.2906069902292076e-05,Conversation
20,0,20,10268,0,1.0,0.9942680656909942,0.9942680656909942,0.9937045276165009,dem,5.529588773459438e-05,5.529588773459438e-05,6.828380619712248e-05,Conversation
21,0,21,117,0,1.0,0.9943978667259217,0.9943978667259217,0.9937866687774658,",",6.585248619600748e-05,6.585248619600748e-05,8.38217353796722e-05,Conversation
22,0,22,10104,0,1.0,0.9934237122535705,0.9934237122535705,0.9927363395690918,de,7.644820365072746e-05,7.644820365072746e-05,9.34741829908603e-05,Conversation
23,0,23,260,0,1.0,0.9878473579883575,0.9878473579883575,0.9863064289093018,æ,0.0002895302384041898,0.0002895302384041898,0.0003613363879161113,Conversation
24,0,24,47868,0,1.0,0.989003163576126,0.989003163576126,0.9878566801548004,##ldre,0.00024131247740232458,0.00024131247740232458,0.000287551984696286,Conversation
25,0,25,12543,0,1.0,0.9937036693096161,0.9937036693096161,0.9931600272655488,så,6.70702022897629e-05,6.70702022897629e-05,7.973741244317266e-05,Conversation
26,0,26,13128,0,1.0,0.9939606606960296,0.9939606606960296,0.9934123754501343,##vel,6.452059559624246e-05,6.452059559624246e-05,7.824726850031993e-05,Conversation
27,0,27,10181,0,1.0,0.9944430708885192,0.9944430708885192,0.9938806056976318,som,6.176940000045761e-05,6.176940000045761e-05,7.729301354416409e-05,Conversation
28,0,28,10140,0,1.0,0.9927041172981262,0.9927041172981262,0.991884422302246,den,0.00011789664585265315,0.00011789664585265315,0.00014802285560392645,Conversation
29,0,29,10303,0,1.0,0.9910561978816986,0.9910561978816986,0.990101981163025,op,0.00026764434924221093,0.00026764434924221093,0.00032562213475827655,Conversation
30,0,30,11244,0,1.0,0.9909319877624512,0.9909319877624512,0.9898411989212036,##vo,0.000277309084577837,0.000277309084577837,0.00034842851025530304,Conversation
31,0,31,19564,0,1.0,0.9906154274940491,0.9906154274940491,0.9896782279014588,##ksen,0.0002669338300734125,0.0002669338300734125,0.000322711982705357,Conversation
32,0,32,10253,0,1.0,0.9914547979831696,0.9914547979831696,0.9905704259872437,##de,0.0001485208935449478,0.0001485208935449478,0.00017914613342995267,Conversation
33,0,33,25601,0,1.0,0.9896831035614013,0.9896831035614013,0.9886268377304077,generation,0.0002803960164845875,0.0002803960164845875,0.00033824320004569584,Conversation
34,0,34,117,0,1.0,0.993888658285141,0.993888658285141,0.9932665824890137,",",9.251462783343103e-05,9.251462783343103e-05,0.00011605261551395074,Conversation
35,0,35,10275,0,1.0,0.994876217842102,0.994876217842102,0.9943951487541198,til,5.1915620777123194e-05,5.1915620777123194e-05,6.367850599801273e-05,Conversation
36,0,36,10160,0,1.0,0.994865494966507,0.994865494966507,0.9943365812301636,at,5.6855822784065425e-05,5.6855822784065425e-05,7.156890846871989e-05,Conversation
37,0,37,98572,0,1.0,0.9949276626110077,0.9949276626110077,0.9943899691104889,finde,5.977164303704542e-05,5.977164303704542e-05,7.551078251356814e-05,Conversation
38,0,38,11546,0,1.0,0.9947768449783325,0.9947768449783325,0.9942094802856445,sig,6.111785497679989e-05,6.111785497679989e-05,7.79124731236891e-05,Conversation
39,0,39,10275,0,1.0,0.9950256109237671,0.9950256109237671,0.9945314466953278,til,5.554454141588395e-05,5.554454141588395e-05,6.894833294840195e-05,Conversation
40,0,40,49144,0,1.0,0.9933385014533996,0.9933385014533996,0.9926714599132538,rett,0.00015337561156925973,0.00015337561156925973,0.00018773859763729917,Conversation
41,0,41,10112,0,1.0,0.9942504525184631,0.9942504525184631,0.9936433613300324,##e,9.618488876569132e-05,9.618488876569132e-05,0.00012020919303598277,Conversation
42,0,42,177,0,1.0,0.9935952663421631,0.9935952663421631,0.9929213762283325,i,0.00011580642250251573,0.00011580642250251573,0.00014463928260198604,Conversation
43,0,43,10349,0,1.0,0.9769060432910919,0.9769060432910919,0.9726064443588257,det,0.0016295940363221816,0.0016295940363221816,0.002429215810293215,Conversation
44,0,44,23592,30,0.7,0.5245432929135859,0.661506187915802,0.5267050102353096,danske,0.09770457059915995,0.038844784243701753,0.07496500732952092,Conversation
45,0,45,21083,0,1.0,0.9269151866436005,0.9269151866436005,0.9086984485387802,sam,0.024479765426260548,0.024479765426260548,0.04052222008647065,Conversation
46,0,46,55227,0,1.0,0.9370063960552215,0.9370063960552215,0.9198589324951172,##fund,0.01997550699403664,0.01997550699403664,0.03449037305224607,Conversation
47,0,47,119,0,1.0,0.9954763412475586,0.9954763412475586,0.9950345754623413,.,4.501031934168509e-05,4.501031934168509e-05,5.597574827405083e-05,Conversation
