,SentenceID,WordIndex,Word,Target,Correct,Confidence,MaxConfidence,Margin,Tokens,Variation,MaxVariation,MarginVar,Domain
0,0,0,101,0,1.0,0.9777615308761597,0.9777615308761597,0.9759014189243317,[CLS],0.0009183492472624266,0.0009183492472624266,0.0010725550336569611,News
1,0,1,17271,25,0.5,0.28958310643211005,0.5768812090158463,0.4331103593111038,Danmark,0.062199640337044906,0.06666902256619503,0.13210857456964284,News
2,0,2,17183,0,1.0,0.9776832580566406,0.9776832580566406,0.9755223572254181,skal,0.0007209043221811839,0.0007209043221811839,0.0008600997585027772,News
3,0,3,78763,0,1.0,0.9798499703407287,0.9798499703407287,0.9780987858772278,bygge,0.0006150498162364214,0.0006150498162364214,0.0007192491010799528,News
4,0,4,10107,0,1.0,0.9778024792671204,0.9778024792671204,0.9758384823799133,##s,0.0007420063074933126,0.0007420063074933126,0.0008700256551499308,News
5,0,5,10452,0,1.0,0.9803287804126739,0.9803287804126739,0.9785805404186249,af,0.0006178193883031113,0.0006178193883031113,0.0007248541569001432,News
6,0,6,107425,0,1.0,0.9708089351654052,0.9708089351654052,0.9681170403957366,mask,0.0008638799962346864,0.0008638799962346864,0.0010153303080706522,News
7,0,7,33488,0,1.0,0.9693244755268097,0.9693244755268097,0.9663094401359558,##iner,0.0007634089235341791,0.0007634089235341791,0.000907206221658754,News
8,0,8,11496,0,1.0,0.9767117738723755,0.9767117738723755,0.9746402382850647,##nes,0.0006617383623117235,0.0006617383623117235,0.0007728950564582248,News
9,0,9,10142,0,1.0,0.9795181155204773,0.9795181155204773,0.9776413202285766,for,0.0006446019833283856,0.0006446019833283856,0.0007611920871342193,News
10,0,10,45283,0,1.0,0.978528618812561,0.978528618812561,0.976800936460495,##sig,0.0007186896245684693,0.0007186896245684693,0.0008292548342581441,News
11,0,11,32380,0,1.0,0.9805646181106568,0.9805646181106568,0.9788954019546509,##tige,0.000576988373206575,0.000576988373206575,0.0006711090530261288,News
12,0,12,48056,0,1.0,0.9787924647331238,0.9787924647331238,0.9769739508628845,ref,0.000691344733049135,0.000691344733049135,0.000807193909450632,News
13,0,13,26776,0,1.0,0.9784521102905274,0.9784521102905274,0.9765467762947082,##lek,0.0006443909452359264,0.0006443909452359264,0.0007600770353930386,News
14,0,14,51792,0,1.0,0.9795213162899017,0.9795213162899017,0.9778683245182037,##sione,0.0006298423382446927,0.0006298423382446927,0.0007285577999983061,News
15,0,15,10129,0,1.0,0.9808892190456391,0.9808892190456391,0.9793320178985596,##r,0.0005801920229722057,0.0005801920229722057,0.0006715809870348721,News
16,0,16,119,0,1.0,0.9793573796749115,0.9793573796749115,0.9775835990905761,.,0.0007713932568698921,0.0007713932568698921,0.000900385449057808,News
17,0,17,102,0,1.0,0.9792692363262177,0.9792692363262177,0.9774863183498382,[SEP],0.0007877209454855815,0.0007877209454855815,0.0009199811551613734,News
18,1,0,101,0,1.0,0.9599466145038604,0.9599466145038604,0.9571028411388397,[CLS],0.0021540432649488034,0.0021540432649488034,0.0024641045012156228,News
19,1,1,10235,0,1.0,0.9753622353076935,0.9753622353076935,0.9733641624450684,Den,0.0007181167710331593,0.0007181167710331593,0.0008279561357275613,News
20,1,2,33723,0,1.0,0.9636009573936463,0.9636009573936463,0.9600155293941498,ene,0.0007358131465510099,0.0007358131465510099,0.0008748562135589921,News
21,1,3,10107,0,1.0,0.972585815191269,0.972585815191269,0.9702398180961609,##s,0.0007544995988077474,0.0007544995988077474,0.0008823025041515109,News
22,1,4,15987,0,1.0,0.9753737688064575,0.9753737688064575,0.9734177231788635,død,0.0007647989748386407,0.0007647989748386407,0.0008774922130315588,News
23,1,5,119,0,1.0,0.962162309885025,0.962162309885025,0.9596262395381927,.,0.0016425076333039003,0.0016425076333039003,0.00186247143800248,News
24,1,6,119,0,1.0,0.9584736406803132,0.9584736406803132,0.9555936813354492,.,0.0018904125616856858,0.0018904125616856858,0.002164663185703973,News
25,1,7,119,0,1.0,0.9601185500621796,0.9601185500621796,0.957216876745224,.,0.001877272087121931,0.001877272087121931,0.002164054328989842,News
26,1,8,102,0,1.0,0.959585964679718,0.959585964679718,0.9567386388778687,[SEP],0.0022974743991859723,0.0022974743991859723,0.002626276801321694,News
27,2,0,101,0,1.0,0.9761445105075837,0.9761445105075837,0.9742794752120971,[CLS],0.0011005139333449068,0.0011005139333449068,0.0012654517883126462,News
28,2,1,149,0,1.0,0.9793514907360077,0.9793514907360077,0.9777128458023071,L,0.0007020348602376103,0.0007020348602376103,0.0008088089586601656,News
29,2,2,49210,0,1.0,0.9773462295532227,0.9773462295532227,0.9751768350601197,##æ,0.0007811716368833288,0.0007811716368833288,0.0009384784083694339,News
30,2,3,10107,0,1.0,0.9792475819587707,0.9792475819587707,0.9773606121540069,##s,0.0006550428262939079,0.0006550428262939079,0.0007759394329379532,News
31,2,4,21861,0,1.0,0.9791500270366669,0.9791500270366669,0.9772191166877746,vel,0.0006887112809609519,0.0006887112809609519,0.0008170660479257209,News
32,2,5,97134,0,1.0,0.9774878263473511,0.9774878263473511,0.9755009829998016,##spillet,0.0008071025195407344,0.0008071025195407344,0.000944524758674028,News
33,2,6,18116,0,1.0,0.9783755004405975,0.9783755004405975,0.9765275895595551,ned,0.0007013819022251155,0.0007013819022251155,0.0008174849100278792,News
34,2,7,10107,0,1.0,0.9774372041225433,0.9774372041225433,0.9757611870765686,##s,0.0008053041942811844,0.0008053041942811844,0.0009178851212253392,News
35,2,8,89674,0,1.0,0.9789788782596588,0.9789788782596588,0.9773328125476837,##ætte,0.0006774488389158152,0.0006774488389158152,0.0007783831454496592,News
36,2,9,14433,0,1.0,0.9812715590000153,0.9812715590000153,0.979739385843277,##lse,0.0005399649798991746,0.0005399649798991746,0.0006240391723878602,News
37,2,10,102,0,1.0,0.9806094169616699,0.9806094169616699,0.978966212272644,[SEP],0.0006743796963256443,0.0006743796963256443,0.0007819244287924221,News
38,3,0,101,0,1.0,0.9799700319766999,0.9799700319766999,0.9784770131111145,[CLS],0.0007757088865158223,0.0007757088865158223,0.0008822603729916523,News
39,3,1,31826,0,1.0,0.9815949618816375,0.9815949618816375,0.9801205515861511,Vi,0.0005189028821967056,0.0005189028821967056,0.0005917674550948958,News
40,3,2,40903,0,1.0,0.9818579137325287,0.9818579137325287,0.9803784668445588,spillede,0.000508510817099541,0.000508510817099541,0.0005775441876054187,News
41,3,3,10160,0,1.0,0.9836288154125213,0.9836288154125213,0.9822509586811066,at,0.00040080701150518644,0.00040080701150518644,0.00046038775281846965,News
42,3,4,14657,0,1.0,0.9837631344795227,0.9837631344795227,0.9825487434864044,lu,0.00041203215640322804,0.00041203215640322804,0.0004651547204739259,News
43,3,5,25389,0,1.0,0.984319943189621,0.984319943189621,0.9830930590629577,##kke,0.00036034901939107305,0.00036034901939107305,0.00040851719514392923,News
44,3,6,10427,0,1.0,0.9826965272426605,0.9826965272426605,0.9813348531723023,os,0.00042364139692555367,0.00042364139692555367,0.00047809764619003673,News
45,3,7,10313,0,1.0,0.9703562438488007,0.9703562438488007,0.9681210279464721,An,0.001417791007814664,0.001417791007814664,0.0016211035987788592,News
46,3,8,22037,0,1.0,0.9623829424381256,0.9623829424381256,0.9596261739730835,##kem,0.0024125723053517235,0.0024125723053517235,0.0027726438358401137,News
47,3,9,24207,0,1.0,0.9752428829669952,0.9752428829669952,0.9732441604137421,##uli,0.0008247549380536512,0.0008247549380536512,0.000957562771823639,News
48,3,10,75395,0,1.0,0.981215751171112,0.981215751171112,0.9796796143054962,##ghed,0.00047392041945585104,0.00047392041945585104,0.000542921918597905,News
49,3,11,10165,0,1.0,0.9833039760589599,0.9833039760589599,0.982007646560669,##er,0.0004150055287587406,0.0004150055287587406,0.0004705306358894746,News
50,3,12,119,0,1.0,0.9829949557781219,0.9829949557781219,0.9816807925701141,.,0.00048666723219955796,0.00048666723219955796,0.0005487712623669339,News
51,3,13,102,0,1.0,0.9826809823513031,0.9826809823513031,0.9813494026660919,[SEP],0.0005335572397011745,0.0005335572397011745,0.0006050893613934606,News
52,4,0,101,0,1.0,0.9661040246486664,0.9661040246486664,0.9636030614376068,[CLS],0.0024430015970050433,0.0024430015970050433,0.0028343869268660526,News
53,4,1,74122,0,1.0,0.9777560770511627,0.9777560770511627,0.9761561512947082,Ik,0.0008301510610745665,0.0008301510610745665,0.0009466443832353377,News
54,4,2,10550,0,1.0,0.9752735614776611,0.9752735614776611,0.9735296308994293,##ke,0.0010109915484376585,0.0010109915484376585,0.0011496664092316064,News
55,4,3,10491,0,1.0,0.9780286312103271,0.9780286312103271,0.976443862915039,over,0.0008653572817431154,0.0008653572817431154,0.000984579431214314,News
56,4,4,12783,0,1.0,0.9736003279685974,0.9736003279685974,0.9717528462409973,##ras,0.0012421255987717927,0.0012421255987717927,0.001407062323679185,News
57,4,5,34537,0,1.0,0.979141765832901,0.979141765832901,0.9775705099105835,##kende,0.0007318617465240962,0.0007318617465240962,0.0008368898606471475,News
58,4,6,11161,0,1.0,0.9786789834499359,0.9786789834499359,0.9771903574466705,pe,0.0007471488582141105,0.0007471488582141105,0.0008431199664144984,News
59,4,7,11446,0,1.0,0.979498291015625,0.979498291015625,0.9779859185218811,##ger,0.0007310109862375215,0.0007310109862375215,0.0008314495358483498,News
60,4,8,10279,0,1.0,0.9791759729385376,0.9791759729385376,0.977680903673172,han,0.0007471151420537582,0.0007471151420537582,0.0008483241911421049,News
61,4,9,10217,0,1.0,0.9792715013027191,0.9792715013027191,0.9778762280941009,på,0.000737994684853227,0.000737994684853227,0.0008287165909309025,News
62,4,10,10110,0,1.0,0.9773850739002228,0.9773850739002228,0.9758019268512725,en,0.0009058178381588178,0.0009058178381588178,0.0010234631497681693,News
63,4,11,22009,0,1.0,0.976244330406189,0.976244330406189,0.9743710517883301,god,0.0009535071957820663,0.0009535071957820663,0.0010977117129124282,News
64,4,12,29070,0,1.0,0.9729762017726898,0.9729762017726898,0.9709182500839233,spiller,0.001333968583756793,0.001333968583756793,0.0015234006079366223,News
65,4,13,45388,0,1.0,0.9743932962417603,0.9743932962417603,0.9724598050117492,##tru,0.0012287727650749502,0.0012287727650749502,0.0014060575750696103,News
66,4,14,10410,0,1.0,0.976410961151123,0.976410961151123,0.9746463298797607,##p,0.0009797554110876658,0.0009797554110876658,0.0011257469763485517,News
67,4,15,10156,0,1.0,0.9811920464038849,0.9811920464038849,0.9798782289028167,og,0.0006269997221284385,0.0006269997221284385,0.0007076616978025996,News
68,4,16,10110,0,1.0,0.9764516770839691,0.9764516770839691,0.9748112738132477,en,0.001004825211730811,0.001004825211730811,0.0011353066422018188,News
69,4,17,13906,0,1.0,0.9756632149219513,0.9756632149219513,0.9739282906055451,dy,0.0010468090347140802,0.0010468090347140802,0.0011866104334402293,News
70,4,18,88911,0,1.0,0.9779323935508728,0.9779323935508728,0.976105535030365,##gtig,0.0008506796643239056,0.0008506796643239056,0.000989840703156517,News
71,4,19,32221,0,1.0,0.9681594848632813,0.9681594848632813,0.9660130858421325,tr,0.0020376713340360198,0.0020376713340360198,0.002304854003175052,News
72,4,20,49210,0,1.0,0.968507444858551,0.968507444858551,0.9659286737442017,##æ,0.0019238500491441358,0.0019238500491441358,0.0022666689123809645,News
73,4,21,11129,0,1.0,0.9771914422512055,0.9771914422512055,0.9753148972988128,##ner,0.0009414502822518853,0.0009414502822518853,0.0010998382523411368,News
74,4,22,177,0,1.0,0.976382827758789,0.976382827758789,0.974496740102768,i,0.0010337319910080109,0.0010337319910080109,0.0012031606985658883,News
75,4,23,14011,7,0.7,0.40945882676169276,0.5393492385745049,0.40359401479363444,Mario,0.09192639478756667,0.06058497731530395,0.07810866770354644,News
76,4,24,103695,9,0.1,0.25687514916062354,0.40686102136969565,0.16615869998931884,Sim,0.027587622090278086,0.032630896009662784,0.047135476800397494,News
77,4,25,22472,9,0.2,0.26294655818492174,0.4081376984715462,0.17037578150629998,##ioni,0.03302200180186575,0.028764942457863717,0.04326906336013475,News
78,4,26,119,0,1.0,0.9747379779815674,0.9747379779815674,0.9728500187397003,.,0.0013332405066600473,0.0013332405066600473,0.0015313044752207718,News
79,4,27,102,0,1.0,0.9757856726646423,0.9757856726646423,0.9739995896816254,[SEP],0.001255902124831465,0.001255902124831465,0.001438499542204319,News
80,5,0,101,0,1.0,0.9805064082145691,0.9805064082145691,0.9790738821029663,[CLS],0.000648307474121026,0.000648307474121026,0.0007453071388624722,News
81,5,1,14186,0,1.0,0.9840478777885437,0.9840478777885437,0.982795923948288,På,0.0003919807278121823,0.0003919807278121823,0.00045169143551664347,News
82,5,2,14195,0,1.0,0.9833190441131592,0.9833190441131592,0.9820127964019776,denne,0.00041352381762393975,0.00041352381762393975,0.00047274185473312964,News
83,5,3,85158,0,1.0,0.98352330327034,0.98352330327034,0.9822640597820282,måde,0.00041920990472480216,0.00041920990472480216,0.00047993628026436134,News
84,5,4,21112,0,1.0,0.9829123079776764,0.9829123079776764,0.9814904808998108,får,0.0004745967261537843,0.0004745967261537843,0.0005541246771051078,News
85,5,5,13956,0,1.0,0.982143622636795,0.982143622636795,0.9807393312454223,vi,0.0004982051793583154,0.0004982051793583154,0.0005776652993142762,News
86,5,6,10110,0,1.0,0.9827956020832062,0.9827956020832062,0.981403511762619,en,0.0004901767828765814,0.0004901767828765814,0.0005671386948052158,News
87,5,7,40642,0,1.0,0.9825415909290314,0.9825415909290314,0.9810937821865082,klar,0.0004959116643606265,0.0004959116643606265,0.000577733026614915,News
88,5,8,71393,0,1.0,0.9817983508110046,0.9817983508110046,0.9803584396839142,pla,0.000522244250421977,0.000522244250421977,0.0006032799728956561,News
89,5,9,10253,0,1.0,0.9828843474388123,0.9828843474388123,0.9815791726112366,##de,0.0004917278627459609,0.0004917278627459609,0.0005651364048068786,News
90,5,10,20988,0,1.0,0.9833029985427857,0.9833029985427857,0.982005375623703,mellem,0.00046402940591420375,0.00046402940591420375,0.00053382865973294,News
91,5,11,11683,0,1.0,0.9737179934978485,0.9737179934978485,0.9715870261192322,public,0.0011269282133493518,0.0011269282133493518,0.0013205528701975312,News
92,5,12,16738,0,1.0,0.9803298771381378,0.9803298771381378,0.9787183821201324,fort,0.0006192307761405758,0.0006192307761405758,0.0007196124803954618,News
93,5,13,49210,0,1.0,0.9795281112194061,0.9795281112194061,0.977993768453598,##æ,0.0006809970143152455,0.0006809970143152455,0.0007833809911034351,News
94,5,14,30295,0,1.0,0.9812909543514252,0.9812909543514252,0.9796767592430115,##lling,0.0005655063583212795,0.0005655063583212795,0.0006668445809710022,News
95,5,15,15165,0,1.0,0.9824878573417664,0.9824878573417664,0.9811736226081849,hy,0.0004882601649278229,0.0004882601649278229,0.000559732624069511,News
96,5,16,34400,0,1.0,0.9831038415431976,0.9831038415431976,0.9817200183868409,##lder,0.0004576748503412276,0.0004576748503412276,0.0005320920703765353,News
97,5,17,10156,0,1.0,0.9838574945926666,0.9838574945926666,0.9825977206230163,og,0.00041704428023980005,0.00041704428023980005,0.000480601415149664,News
98,5,18,11639,0,1.0,0.978384131193161,0.978384131193161,0.9767330884933472,re,0.0007889097031348413,0.0007889097031348413,0.0009057033288513594,News
99,5,19,22444,0,1.0,0.9758797764778138,0.9758797764778138,0.9738462150096894,##kla,0.0008960479366335505,0.0008960479366335505,0.0010432783081683185,News
100,5,20,49627,0,1.0,0.9741084396839141,0.9741084396839141,0.9718572497367859,##mest,0.0010600271219651702,0.0010600271219651702,0.0012614992547852922,News
101,5,21,11809,0,1.0,0.9800145149230957,0.9800145149230957,0.9785989463329315,##ation,0.0006224349697623665,0.0006224349697623665,0.0007092624674537617,News
102,5,22,10165,0,1.0,0.9832278549671173,0.9832278549671173,0.9819356560707092,##er,0.00047341574757272283,0.00047341574757272283,0.0005451231760291365,News
103,5,23,117,0,1.0,0.9821001470088959,0.9821001470088959,0.9806605577468872,",",0.0005268254772339631,0.0005268254772339631,0.0006124885894195131,News
104,5,24,10156,0,1.0,0.9839226484298706,0.9839226484298706,0.9825721859931946,og,0.0004117635175488488,0.0004117635175488488,0.000480950974151142,News
105,5,25,45457,1,0.7,0.3796167116146535,0.60116678327322,0.5184216976165772,DR,0.08209524854097647,0.049338574106998774,0.07685536296572355,News
106,5,26,10107,1,0.6,0.3711455888580531,0.612462916970253,0.5393809527158737,##s,0.07869200331543838,0.04116024664787333,0.06339813958566069,News
107,5,27,31773,0,1.0,0.8397111237049103,0.8397111237049103,0.7964299291372299,flag,0.028438147442318103,0.028438147442318103,0.051637825116594,News
108,5,28,10163,0,1.0,0.9836657762527465,0.9836657762527465,0.9823204815387726,er,0.0004458360292927921,0.0004458360292927921,0.000517859783822736,News
109,5,29,16738,0,1.0,0.9824362695217133,0.9824362695217133,0.9809621274471283,fort,0.0005081302297705647,0.0005081302297705647,0.0005931350082692078,News
110,5,30,67063,0,1.0,0.9826675415039062,0.9826675415039062,0.9811799049377441,##jent,0.00048578163749667173,0.00048578163749667173,0.0005679505316193457,News
111,5,31,117,0,1.0,0.9826879918575286,0.9826879918575286,0.9812231600284577,",",0.0004925344353289417,0.0004925344353289417,0.0005775590259655772,News
112,5,32,10143,0,1.0,0.9822501301765442,0.9822501301765442,0.9807023406028748,da,0.00048398615305714546,0.00048398615305714546,0.0005691487730672407,News
