,SentenceID,WordIndex,Word,Target,Correct,Confidence,Tokens,Variation,Domain
0,153,0,101,0,0.99,0.9853331416436413,[CLS],0.009805492535985684,News
1,153,1,69519,0,0.9,0.8958118965966787,Og,0.08906044278130176,News
2,153,2,32508,0,0.9,0.8958070525790026,hvis,0.08906960288109937,News
3,153,3,10817,0,0.92,0.9156895993099533,man,0.07286060841837594,News
4,153,4,11638,0,0.92,0.9156820198247988,ikke,0.07286868500030072,News
5,153,5,90055,0,0.92,0.9156889102882269,gør,0.0728594109378888,News
6,153,6,10349,0,0.91,0.9057257701341587,det,0.0810858672592754,News
7,153,7,117,0,0.91,0.9057365726299212,",",0.08108475473325687,News
8,153,8,17183,0,0.89,0.8858416713568477,skal,0.09691919247075237,News
9,153,9,10817,0,0.89,0.8858364662188979,man,0.09691749370078188,News
10,153,10,177,0,0.92,0.9156879969020519,i,0.07285625581662658,News
11,153,11,33146,0,0.9,0.8957991412534466,hvert,0.08906982543516602,News
12,153,12,12211,0,0.91,0.9057531369927893,fa,0.08105635492692595,News
13,153,13,12620,0,0.88,0.8758987244415403,##ld,0.10452488622442209,News
14,153,14,11638,0,0.89,0.8858364153078583,ikke,0.0969087058906649,News
15,153,15,22278,0,0.87,0.8659444729657116,ud,0.11194153533821712,News
16,153,16,88467,0,0.88,0.8759025514118548,##trykk,0.10451983090655034,News
17,153,17,10171,0,0.85,0.8460477226331569,##es,0.12619668804181094,News
18,153,18,10142,0,0.91,0.9057387773766095,for,0.08107721836910843,News
19,153,19,10349,0,0.9,0.8957817465756852,det,0.0890983919002711,News
20,153,20,119,0,0.88,0.8758945445328936,.,0.10451979143125435,News
21,153,21,102,0,0.89,0.8858324170094966,[SEP],0.09690604962273323,News
22,96,0,101,0,0.88,0.8758860156178525,[CLS],0.10452973436301433,News
23,96,1,23798,0,0.87,0.8659161434684575,Lang,0.11198907770223089,News
24,96,2,10107,0,0.85,0.846006734648181,##s,0.12621866995536757,News
25,96,3,27164,0,0.9,0.8957515429608611,sq,0.08910500900782792,News
26,96,4,66682,0,0.88,0.8758590274078597,##uas,0.10454788408102289,News
27,96,5,10237,0,0.86,0.8559507692452099,##h,0.11920108621416801,News
28,96,6,102,0,0.86,0.8559813751788897,[SEP],0.11919294096541205,News
29,12,0,101,0,0.83,0.8261414672333194,[CLS],0.13966778918767858,News
30,12,1,10912,21,0.85,0.8460308844874634,Es,0.1262296627585606,News
31,12,2,78521,21,0.84,0.8361099045708397,##bjerg,0.13306264034590917,News
32,12,3,37683,19,0.84,0.8360859390588302,Kommune,0.133055823211654,News
33,12,4,19936,0,0.86,0.8559586330852107,fik,0.11920847773957183,News
34,12,5,10303,0,0.87,0.8659220805083533,op,0.11196497815249011,News
35,12,6,52176,0,0.85,0.8460409007482304,##lys,0.1262289179993162,News
36,12,7,15445,0,0.88,0.8758817062647358,##ningen,0.10454028870559837,News
37,12,8,10209,0,0.88,0.8758699029195486,om,0.10453765104287875,News
38,12,9,117,0,0.81,0.8061915574987143,",",0.1523609972367946,News
39,12,10,10160,0,0.82,0.8161611973038453,at,0.14611821145686338,News
40,12,11,13953,0,0.86,0.8559708556527039,vir,0.11920600611881081,News
41,12,12,90375,0,0.86,0.8561213648848206,##kso,0.11896007914536819,News
42,12,13,34927,0,0.85,0.8460536504162701,##mh,0.1261839381558074,News
43,12,14,24568,0,0.85,0.8463448144892572,##eden,0.12569628843085678,News
44,12,15,10299,0,0.85,0.8460520326461847,var,0.12622284179868776,News
45,12,16,10303,0,0.85,0.8460594410209887,op,0.12620932314927227,News
46,12,17,10237,0,0.83,0.8261514711986092,##h,0.13969164688936903,News
47,12,18,81664,0,0.88,0.8758977565963869,##ørt,0.10455010950399503,News
48,12,19,117,0,0.88,0.8758969386238096,",",0.10453427399421512,News
49,12,20,10140,0,0.87,0.8660373646992775,den,0.11179552463500667,News
50,12,21,125,27,0.86,0.8561715386763717,4,0.11886472370497085,News
51,12,22,119,27,0.8,0.7964881743140358,.,0.15804698000698275,News
52,12,23,15825,22,0.82,0.8163930251193233,januar,0.1457880388551148,News
53,12,24,10156,0,0.87,0.8661439629735105,og,0.11162308844276422,News
54,12,25,42706,0,0.9,0.8959940849129634,kontakt,0.08874827157809469,News
55,12,26,10165,0,0.92,0.915698021058488,##er,0.07285587670447825,News
56,12,27,10104,0,0.91,0.9057431183971494,de,0.08106266904171833,News
57,12,28,28857,0,0.93,0.92563805139529,nær,0.06444185809627039,News
58,12,29,49627,0,0.9,0.8960262417488412,##mest,0.08864952975810837,News
59,12,30,10112,0,0.87,0.8659378756760998,##e,0.1119522469039931,News
60,12,31,76679,0,0.87,0.8659236254519783,dage,0.11195587419176233,News
61,12,32,10968,0,0.86,0.8559790850092395,alle,0.11918627251033302,News
62,12,33,10104,0,0.89,0.8858751281550576,de,0.09691729564705227,News
63,12,34,10347,0,0.9,0.8958146235749155,be,0.08910461910259601,News
64,12,35,93664,0,0.89,0.8858543582540733,##rør,0.09692215232211802,News
65,12,36,10216,0,0.85,0.8460500292259894,##te,0.12623718259186478,News
66,12,37,27728,0,0.87,0.865963793701776,bor,0.11198562577644208,News
67,12,38,22976,0,0.9,0.8958057942178311,##gere,0.08912610709504996,News
68,12,39,117,0,0.9,0.89577606654364,",",0.08910369742108588,News
69,12,40,10181,0,0.9,0.8957852891901712,som,0.08910153500592932,News
70,12,41,11085,0,0.9,0.8957920708916208,nu,0.08908211087812618,News
71,12,42,17183,0,0.89,0.8858226069717421,skal,0.09693272567887128,News
72,12,43,190,0,0.87,0.8659221502550281,v,0.1119684093131127,News
73,12,44,49210,0,0.86,0.8559949299641813,##æ,0.11919188505791356,News
74,12,45,35659,0,0.91,0.9057441960957294,##lge,0.08108303379708483,News
