,SentenceID,WordIndex,Word,Target,Correct,Confidence,Tokens,Variation,Domain
0,232,0,101,0,1.0,0.997162709236145,[CLS],2.7018923565833597e-07,Conversation
1,232,1,10666,0,0.93,0.9273550467000313,Det,0.06468701291189918,Conversation
2,232,2,17183,0,0.91,0.9074165295634521,skal,0.08138675485379392,Conversation
3,232,3,13956,0,0.77,0.7678599167621724,vi,0.17595908887595768,Conversation
4,232,4,15195,0,0.94,0.9373802213175805,være,0.05605821187180161,Conversation
5,232,5,10303,0,0.95,0.9473540498336661,op,0.04720958881917047,Conversation
6,232,6,10147,0,0.96,0.9573270924171083,##m,0.03817036989500222,Conversation
7,232,7,103568,0,0.95,0.9473445679183351,##ærk,0.0471968387391139,Conversation
8,232,8,32081,0,0.94,0.9373700401576934,##som,0.05604554639312858,Conversation
9,232,9,10627,0,0.93,0.927402397498081,##me,0.06469405576129537,Conversation
10,232,10,10217,0,0.92,0.9174001765467983,på,0.07315276653145374,Conversation
11,232,11,10968,0,0.9,0.8974493087905921,alle,0.08945879100005814,Conversation
12,232,12,15660,0,0.89,0.8875020435601982,sammen,0.09730293333317724,Conversation
13,232,13,177,0,0.9,0.8974690089416526,i,0.08945014671852329,Conversation
14,232,14,12004,3,0.9,0.8974664918902272,Nord,0.08944661589926563,Conversation
15,232,15,10181,0,0.87,0.8675577944446377,som,0.1123993381772228,Conversation
16,232,16,177,0,0.88,0.8775607796348049,i,0.10493923125568552,Conversation
17,232,17,91519,3,0.91,0.9074139195861062,Syd,0.0813960374219333,Conversation
18,232,18,119,0,0.94,0.9373497401328313,.,0.05603540647792209,Conversation
19,232,19,102,0,0.91,0.9074355339097201,[SEP],0.08137647537500058,Conversation
20,526,0,101,0,0.91,0.907438831586187,[CLS],0.08138957126049641,Conversation
21,526,1,91075,0,0.91,0.9074420878633463,TA,0.08140619441374655,Conversation
22,526,2,51036,0,0.94,0.9373497066173513,##LE,0.056052543862662126,Conversation
23,526,3,11273,0,0.95,0.947314103395438,##R,0.047202787005863694,Conversation
24,526,4,123,5,0.95,0.947326382438223,2,0.047191106078022974,Conversation
25,526,5,131,0,0.93,0.9273710869616116,:,0.06470181123718834,Conversation
26,526,6,75177,0,0.9,0.8974457754648938,Jeg,0.08945607293749745,Conversation
27,526,7,13319,0,0.87,0.8675420798777487,vil,0.11240777732850357,Conversation
28,526,8,99256,0,0.9,0.8974355852068857,gerne,0.08944889706264338,Conversation
29,526,9,11015,0,0.94,0.9373209582192703,ben,0.056048804071572624,Conversation
30,526,10,20246,0,0.97,0.9672577978415938,##yt,0.02891281274751159,Conversation
31,526,11,10216,0,0.91,0.9074440887174569,##te,0.08137833042938274,Conversation
32,526,12,10141,0,0.9,0.8974718123243656,le,0.08943569989913387,Conversation
33,526,13,44708,0,0.9,0.8974750270528602,##jl,0.08943662255329929,Conversation
34,526,14,100791,0,0.92,0.9174151666178659,##ighed,0.0731300866394995,Conversation
35,526,15,10136,0,0.88,0.8775199120194702,##en,0.10493118580323815,Conversation
36,526,16,10275,0,0.88,0.8775280086416387,til,0.10493660254314122,Conversation
37,526,17,10160,0,0.9,0.8974610667223988,at,0.08943861511794152,Conversation
38,526,18,11546,0,0.89,0.8874992360761553,sig,0.09728841367181101,Conversation
39,526,19,10112,0,0.91,0.9074442358767874,##e,0.08139360801735421,Conversation
40,526,20,117,0,0.94,0.9373514912718701,",",0.05605034604796514,Conversation
41,526,21,10160,0,0.9,0.8974966596580635,at,0.08942702149858689,Conversation
42,526,22,10104,0,0.86,0.8576139958046269,de,0.11963865523277896,Conversation
43,526,23,10114,5,0.87,0.8675841839256645,to,0.1123975346750705,Conversation
44,526,24,83563,0,0.87,0.8675865998543896,nomine,0.11240996356070598,Conversation
45,526,25,18777,0,0.9,0.897469288618995,##rede,0.08942334604198733,Conversation
46,526,26,117,0,0.9,0.8974763850958516,",",0.08943883409221585,Conversation
47,526,27,10181,0,0.9,0.897473690094248,som,0.08943957274823036,Conversation
48,526,28,11638,0,0.91,0.9074415700022656,ikke,0.08138663973214731,Conversation
49,526,29,108052,0,0.92,0.9174125431126504,modtog,0.0731368072058121,Conversation
50,526,30,12404,18,0.9,0.8974475535443298,Sa,0.08946523442810538,Conversation
51,526,31,77639,18,0.91,0.9074137066942921,##kha,0.08141391384450611,Conversation
52,526,32,23229,18,0.9,0.8974484818267865,##rov,0.08946570504119102,Conversation
53,526,33,77827,18,0.87,0.8675537008652554,##prisen,0.11240884300035409,Conversation
54,526,34,177,27,0.84,0.8376565256574758,i,0.1335647136147242,Conversation
55,526,35,11400,22,0.81,0.8077470337207524,år,0.15292560158986782,Conversation
56,526,36,117,0,0.85,0.847621222825419,",",0.1267128592657305,Conversation
57,526,37,11443,0,0.9,0.897473851658342,også,0.08944766377069074,Conversation
58,526,38,10480,0,0.95,0.9473317603556825,ny,0.047207327663545975,Conversation
59,526,39,11304,0,0.93,0.927393642867828,##der,0.06468085043089566,Conversation
60,526,40,39985,0,0.9,0.8975168613933738,vore,0.08942909745948835,Conversation
61,526,41,10107,0,0.88,0.8775736241737513,##s,0.10492028981891643,Conversation
62,526,42,13708,0,0.9,0.8974943927569257,store,0.08943971217782537,Conversation
63,526,43,42614,0,0.92,0.9174275429718546,støtte,0.07315103730844337,Conversation
