,SentenceID,WordIndex,Word,Target,Correct,Confidence,Tokens,Variation,Domain
0,36,0,101,0,1.0,0.99829281270504,[CLS],2.1820727826415976e-07,Social Media
1,36,1,182,0,0.93,0.9284722530090949,n,0.06484425904040295,Social Media
2,36,2,79306,0,0.95,0.9484309477453644,##øj,0.04731226631094558,Social Media
3,36,3,10279,0,0.93,0.9284349396256585,han,0.06484440991645476,Social Media
4,36,4,10299,0,0.93,0.9284247121624685,var,0.06485968875555455,Social Media
5,36,5,58768,0,0.94,0.9383996380419467,fl,0.05619729082677747,Social Media
6,36,6,11290,0,0.92,0.91842651469673,##ot,0.0733263973885955,Social Media
7,36,7,102,0,0.91,0.9084412761955537,[SEP],0.08159600507965664,Social Media
8,364,0,101,0,0.91,0.908433349900406,[CLS],0.08160108461085375,Social Media
9,364,1,32508,0,0.89,0.8884745481300707,hvis,0.09754968970954772,Social Media
10,364,2,10118,0,0.89,0.888484590167061,der,0.09754130284482214,Social Media
11,364,3,35076,0,0.91,0.9084496080493772,lige,0.0816015279276979,Social Media
12,364,4,10181,0,0.92,0.9184313604749331,som,0.0733377272939812,Social Media
13,364,5,34478,0,0.96,0.9583696752557808,mig,0.038262017581547784,Social Media
14,364,6,117,0,0.95,0.9483921122272295,",",0.04732680170247308,Social Media
15,364,7,10148,0,0.95,0.9483992215236503,sa,0.04732314860272802,Social Media
16,364,8,23041,0,0.96,0.9583740468748511,##vne,0.03825903147466496,Social Media
17,364,9,10129,0,0.94,0.9383999300360302,##r,0.056193956687647366,Social Media
18,364,10,37566,0,0.91,0.9084597739267883,nogle,0.08159358384127423,Social Media
19,364,11,10160,0,0.9,0.8984774622521582,at,0.08966814848980433,Social Media
20,364,12,48543,0,0.93,0.9284169342132372,ride,0.06486020188208638,Social Media
21,364,13,32461,0,0.94,0.9384173067817756,tur,0.05618596957500622,Social Media
22,364,14,10172,0,0.9,0.8984869816074206,med,0.08965720173529862,Social Media
23,364,15,102,0,0.89,0.8884946614996443,[SEP],0.09753004411849567,Social Media
24,205,0,101,0,0.87,0.8685731389139255,[CLS],0.1126880971592254,Social Media
25,205,1,52782,0,0.89,0.8884920487514318,grey,0.0975321023939877,Social Media
26,205,2,25611,0,0.88,0.8785257909235589,##hou,0.10519800808218671,Social Media
27,205,3,11534,0,0.92,0.9184456460895308,##nd,0.07332447855454967,Social Media
28,205,4,190,0,0.91,0.9084432815768742,v,0.08159886378882664,Social Media
29,205,5,49210,0,0.93,0.9284074517719273,##æ,0.06486654052990123,Social Media
30,205,6,22243,0,0.94,0.938387930786539,##dde,0.056199184999413,Social Media
31,205,7,10161,0,0.96,0.9583669953236859,##l,0.03826234263839071,Social Media
32,205,8,54828,0,0.93,0.9284230237412158,##øb,0.06486078250460152,Social Media
33,205,9,10107,0,0.94,0.9383949342901997,##s,0.056198244562146504,Social Media
34,205,10,12041,0,0.93,0.9284160627898563,hun,0.06486547204887026,Social Media
35,205,11,10162,0,0.91,0.9084585281552973,##d,0.0815950365144616,Social Media
36,205,12,10156,0,0.9,0.8984821933052445,og,0.089672326820968,Social Media
37,205,13,12543,0,0.92,0.9184368043163886,så,0.0733353130267872,Social Media
38,205,14,11618,0,0.92,0.918430964653121,vid,0.07333052227021952,Social Media
39,205,15,10123,0,0.94,0.938404457078068,##t,0.056191821228212833,Social Media
40,205,16,105436,0,0.94,0.9384034512941071,vides,0.05618479775054034,Social Media
41,205,17,10163,0,0.96,0.9583671276726818,er,0.038257064412039805,Social Media
42,205,18,10349,0,0.94,0.9384148994865973,det,0.05618896110599234,Social Media
43,205,19,14564,0,0.88,0.8785234359545029,mange,0.10521609233497185,Social Media
44,205,20,35173,0,0.89,0.8885010360527212,##lf,0.09754415568710308,Social Media
45,205,21,43165,0,0.93,0.9284182482957476,##uld,0.06486912031328224,Social Media
46,205,22,10123,0,0.93,0.9284270396061766,##t,0.06486161798680885,Social Media
47,205,23,10217,0,0.89,0.8885020089673026,på,0.09754147086462783,Social Media
48,205,24,14564,0,0.91,0.9084651570463756,mange,0.08159132015858607,Social Media
49,205,25,79436,0,0.91,0.9084614595482344,ting,0.08159563091501344,Social Media
50,205,26,71223,0,0.87,0.8685340644625467,vitamin,0.11269310590130818,Social Media
51,205,27,10156,0,0.88,0.8785169162289458,og,0.10522255637306736,Social Media
52,205,28,29943,0,0.91,0.908459142224583,mineral,0.0816030417455924,Social Media
53,205,29,181,0,0.91,0.9084890779800481,m,0.0816086089350036,Social Media
54,205,30,49210,0,0.93,0.9284598259078485,##æ,0.06486531540317422,Social Media
55,205,31,84990,0,0.92,0.9184396224825968,##ssig,0.07332421111217338,Social Media
56,205,32,10123,0,0.92,0.9184778490143435,##t,0.073330216285704,Social Media
57,205,33,10156,0,0.93,0.9284544999382706,og,0.0648614415749638,Social Media
